id,source,referenceId,counterparty,amount,currency,date,description,type,category
B2-LDG-157,LEDGER,"SET2-PAY-2026-0832-3","Atlas Cloud",126836.50,INR,2026-06-13,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-158,LEDGER,"SET2-PAY-2026-0832-4","Helix Software",131542.00,INR,2026-06-16,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-159,LEDGER,"SET2-PAY-2026-0832-5","Sierra Financial",136247.50,INR,2026-06-19,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-160,LEDGER,"SET2-PAY-2026-0832-1","Synthetix AI",140953.00,INR,2026-06-22,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-161,LEDGER,"SET2-PAY-2026-0833-2","Lumina Analytics",142050.00,INR,2026-06-25,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-162,LEDGER,"SET2-PAY-2026-0833-3","Beacon Ventures",146755.50,INR,2026-06-01,"SaaS Revenue settlement - Beacon Ventures",DEBIT,"SaaS Revenue"
B2-LDG-163,LEDGER,"SET2-PAY-2026-0833-4","Strata Peak",151461.00,INR,2026-06-04,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-164,LEDGER,"SET2-PAY-2026-0833-5","Prism Logic",156166.50,INR,2026-06-07,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-165,LEDGER,"SET2-PAY-2026-0833-1","OmniScale Inc",160872.00,INR,2026-06-10,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-166,LEDGER,"SET2-PAY-2026-0834-2","Vortex Digital",165577.50,INR,2026-06-13,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-167,LEDGER,"SET2-PAY-2026-0834-3","Atlas Cloud",170283.00,INR,2026-06-16,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-168,LEDGER,"SET2-PAY-2026-0834-4","Helix Software",171380.00,INR,2026-06-19,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-169,LEDGER,"SET2-PAY-2026-0834-5","Sierra Financial",176085.50,INR,2026-06-22,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-170,LEDGER,"ORPHAN-REF-999","Synthetix AI",180791.00,INR,2026-06-25,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-BNK-001,BANK,"SET2-PAY-2026-0801-2","Lumina Analytics",22165.50,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-002,BANK,"SET2-PAY-2026-0801-3","Beacon Ventures",26871.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-003,BANK,"SET2-PAY-2026-0801-4","Strata Peak",31576.50,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-004,BANK,"SET2-PAY-2026-0801-5","Prism Logic",36282.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-005,BANK,"SET2-PAY-2026-0801-1","OmniScale Inc",40987.50,INR,2026-06-16,"NEFT/RTGS/UPI deposit - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-BNK-006,BANK,"SET2-PAY-2026-0802-2","Vortex Digital",45693.00,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-007,BANK,"SET2-PAY-2026-0802-3","Atlas Cloud",46790.00,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-008,BANK,"SET2-PAY-2026-0802-4","Helix Software",51495.50,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-009,BANK,"SET2-PAY-2026-0802-5","Sierra Financial",56201.00,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-010,BANK,"SET2-PAY-2026-0802-1","Synthetix AI",60906.50,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Synthetix AI",CREDIT,"Services"
B2-BNK-011,BANK,"SET2-PAY-2026-0803-2","Lumina Analytics",65612.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-012,BANK,"SET2-PAY-2026-0803-3","Beacon Ventures",69684.64,INR,2026-06-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B2-BNK-013,BANK,"SET2-PAY-2026-0803-4","Strata Peak",75023.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-014,BANK,"SET2-PAY-2026-0803-5","Prism Logic",76120.00,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-015,BANK,"SET2-PAY-2026-0803-1","OmniScale Inc",80825.50,INR,2026-06-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B2-BNK-016,BANK,"SET2-PAY-2026-0804-2","Vortex Digital",85531.00,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-017,BANK,"SET2-PAY-2026-0804-3","Atlas Cloud",90236.50,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-018,BANK,"SET2-PAY-2026-0804-4","Helix Software",94942.00,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Helix Software",DEBIT,"Wire Transfer"
B2-BNK-019,BANK,"SET2-PAY-2026-0804-5","Sierra Financial",94665.13,INR,2026-06-04,"Short payment under dispute",CREDIT,"Vendor Payment"
B2-BNK-020,BANK,"SET2-PAY-2026-0804-1","Synthetix AI",104353.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Synthetix AI",CREDIT,"Services"
B2-BNK-021,BANK,"SET2-PAY-2026-0805-2","Lumina Analytics",105450.00,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-022,BANK,"SET2-PAY-2026-0805-3","Beacon Ventures",110155.50,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-023,BANK,"SET2-PAY-2026-0805-4","Strata Peak",114861.00,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-024,BANK,"SET2-PAY-2026-0805-5","Prism Logic",118490.40,INR,2026-06-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B2-BNK-025,BANK,"","Unknown Remitter",124272.00,INR,2026-06-22,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B2-BNK-026,BANK,"SET2-PAY-2026-0806-2","Vortex Digital",128977.50,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-027,BANK,"SET2-PAY-2026-0806-3","Atlas Cloud",133683.00,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-028,BANK,"SET2-PAY-2026-0806-4","Helix Software",134780.00,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-029,BANK,"SET2-PAY-2026-0806-5","Sierra Financial",139485.50,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-030,BANK,"B2-BNK-UNMATCHED-030","Synthetix AI",144191.00,INR,2026-06-10,"Deposit with no ledger reference",CREDIT,"Services"
B2-BNK-031,BANK,"SET2-PAY-2026-0807-2","Lumina Analytics",148896.50,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-032,BANK,"SET2-PAY-2026-0807-3","Beacon Ventures",153602.00,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-033,BANK,"SET2-PAY-2026-0807-4","Strata Peak",158307.50,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-034,BANK,"SET2-PAY-2026-0807-5","Prism Logic",163013.00,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-035,BANK,"SET2-PAY-2026-0807-1","OmniScale Inc",164110.00,INR,2026-06-25,"NEFT/RTGS/UPI deposit - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-BNK-036,BANK,"SET2-PAY-2026-0808-2","Vortex Digital",167296.16,INR,2026-06-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Support Fees"
B2-BNK-037,BANK,"SET2-PAY-2026-0808-3","Atlas Cloud",173521.00,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-038,BANK,"SET2-PAY-2026-0808-4","Helix Software",169315.18,INR,2026-06-07,"Short payment under dispute",CREDIT,"Wire Transfer"
B2-BNK-039,BANK,"SET2-PAY-2026-0808-5","Sierra Financial",182932.00,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-040,BANK,"SET2-PAY-2026-0808-1","Synthetix AI",187637.50,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Synthetix AI",CREDIT,"Services"
B2-BNK-041,BANK,"SET2-PAY-2026-0809-2","Lumina Analytics",192343.00,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-042,BANK,"SET2-PAY-2026-0809-3","Beacon Ventures",193440.00,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-043,BANK,"SET2-PAY-2026-0809-4","Strata Peak",198145.50,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-044,BANK,"SET2-PAY-2026-0809-5","Prism Logic",202851.00,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-045,BANK,"SET2-PAY-2026-0809-1","OmniScale Inc",207556.50,INR,2026-06-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B2-BNK-046,BANK,"SET2-PAY-2026-0810-2","Vortex Digital",212262.00,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-047,BANK,"SET2-PAY-2026-0810-3","Atlas Cloud",216967.50,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-048,BANK,"SET2-PAY-2026-0810-4","Helix Software",219677.94,INR,2026-06-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Wire Transfer"
B2-BNK-049,BANK,"SET2-PAY-2026-0810-5","Sierra Financial",222770.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-050,BANK,"","Unknown Remitter",227475.50,INR,2026-06-16,"Unidentified incoming wire transfer",CREDIT,"Services"
B2-BNK-051,BANK,"SET2-PAY-2026-0811-2","Lumina Analytics",232181.00,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-052,BANK,"SET2-PAY-2026-0811-3","Beacon Ventures",236886.50,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-053,BANK,"SET2-PAY-2026-0811-4","Strata Peak",241592.00,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-054,BANK,"SET2-PAY-2026-0811-5","Prism Logic",246297.50,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Prism Logic",DEBIT,"License Revenue"
B2-BNK-055,BANK,"SET2-PAY-2026-0811-1","OmniScale Inc",251003.00,INR,2026-06-04,"NEFT/RTGS/UPI deposit - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-BNK-056,BANK,"SET2-PAY-2026-0812-2","Vortex Digital",252100.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-057,BANK,"SET2-PAY-2026-0812-3","Atlas Cloud",243965.22,INR,2026-06-10,"Short payment under dispute",CREDIT,"Project Payment"
B2-BNK-058,BANK,"SET2-PAY-2026-0812-4","Helix Software",261511.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-059,BANK,"SET2-PAY-2026-0812-5","Sierra Financial",266216.50,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-060,BANK,"B2-BNK-UNMATCHED-060","Synthetix AI",270922.00,INR,2026-06-19,"Deposit with no ledger reference",CREDIT,"Services"
B2-BNK-061,BANK,"SET2-PAY-2026-0813-2","Lumina Analytics",275627.50,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-062,BANK,"SET2-PAY-2026-0813-3","Beacon Ventures",280333.00,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-063,BANK,"SET2-PAY-2026-0813-4","Strata Peak",281430.00,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-064,BANK,"SET2-PAY-2026-0813-5","Prism Logic",286135.50,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-065,BANK,"SET2-PAY-2026-0813-1","OmniScale Inc",290841.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-BNK-066,BANK,"SET2-PAY-2026-0814-2","Vortex Digital",295546.50,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-067,BANK,"SET2-PAY-2026-0814-3","Atlas Cloud",300252.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-068,BANK,"SET2-PAY-2026-0814-4","Helix Software",304957.50,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-069,BANK,"SET2-PAY-2026-0814-5","Sierra Financial",309663.00,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-070,BANK,"SET2-PAY-2026-0814-1","Synthetix AI",310760.00,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Synthetix AI",CREDIT,"Services"
B2-BNK-071,BANK,"SET2-PAY-2026-0815-2","Lumina Analytics",315465.50,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-072,BANK,"SET2-PAY-2026-0815-3","Beacon Ventures",317289.46,INR,2026-06-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"SaaS Revenue"
B2-BNK-073,BANK,"SET2-PAY-2026-0815-4","Strata Peak",324876.50,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-074,BANK,"SET2-PAY-2026-0815-5","Prism Logic",329582.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-075,BANK,"","Unknown Remitter",334287.50,INR,2026-06-10,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B2-BNK-076,BANK,"SET2-PAY-2026-0816-2","Vortex Digital",322043.35,INR,2026-06-13,"Short payment under dispute",CREDIT,"Support Fees"
B2-BNK-077,BANK,"SET2-PAY-2026-0816-3","Atlas Cloud",340090.00,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-078,BANK,"SET2-PAY-2026-0816-4","Helix Software",344795.50,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-079,BANK,"SET2-PAY-2026-0816-5","Sierra Financial",349501.00,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-080,BANK,"SET2-PAY-2026-0816-1","Synthetix AI",354206.50,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Synthetix AI",CREDIT,"Services"
B2-BNK-081,BANK,"SET2-PAY-2026-0817-2","Lumina Analytics",358912.00,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-082,BANK,"SET2-PAY-2026-0817-3","Beacon Ventures",363617.50,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-083,BANK,"SET2-PAY-2026-0817-4","Strata Peak",368323.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-084,BANK,"SET2-PAY-2026-0817-5","Prism Logic",366095.22,INR,2026-06-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B2-BNK-085,BANK,"SET2-PAY-2026-0817-1","OmniScale Inc",374125.50,INR,2026-06-13,"NEFT/RTGS/UPI deposit - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-BNK-086,BANK,"SET2-PAY-2026-0818-2","Vortex Digital",378831.00,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-087,BANK,"SET2-PAY-2026-0818-3","Atlas Cloud",383536.50,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-088,BANK,"SET2-PAY-2026-0818-4","Helix Software",388242.00,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-089,BANK,"SET2-PAY-2026-0818-5","Sierra Financial",392947.50,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-090,BANK,"B2-BNK-UNMATCHED-090","Synthetix AI",397653.00,INR,2026-06-01,"Deposit with no ledger reference",DEBIT,"Services"
B2-BNK-091,BANK,"SET2-PAY-2026-0819-2","Lumina Analytics",398750.00,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-092,BANK,"SET2-PAY-2026-0819-3","Beacon Ventures",403455.50,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-093,BANK,"SET2-PAY-2026-0819-4","Strata Peak",408161.00,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-094,BANK,"SET2-PAY-2026-0819-5","Prism Logic",412866.50,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-095,BANK,"SET2-PAY-2026-0819-1","OmniScale Inc",396693.40,INR,2026-06-16,"Short payment under dispute",CREDIT,"Enterprise Contract"
B2-BNK-096,BANK,"SET2-PAY-2026-0820-2","Vortex Digital",418477.00,INR,2026-06-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Support Fees"
B2-BNK-097,BANK,"SET2-PAY-2026-0820-3","Atlas Cloud",426983.00,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-098,BANK,"SET2-PAY-2026-0820-4","Helix Software",428080.00,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-099,BANK,"SET2-PAY-2026-0820-5","Sierra Financial",432785.50,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-100,BANK,"","Unknown Remitter",437491.00,INR,2026-06-04,"Unidentified incoming wire transfer",CREDIT,"Services"
B2-BNK-101,BANK,"SET2-PAY-2026-0821-2","Lumina Analytics",442196.50,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-102,BANK,"SET2-PAY-2026-0821-3","Beacon Ventures",446902.00,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-103,BANK,"SET2-PAY-2026-0821-4","Strata Peak",451607.50,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-104,BANK,"SET2-PAY-2026-0821-5","Prism Logic",456313.00,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-105,BANK,"SET2-PAY-2026-0821-1","OmniScale Inc",457410.00,INR,2026-06-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B2-BNK-106,BANK,"SET2-PAY-2026-0822-2","Vortex Digital",462115.50,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-107,BANK,"SET2-PAY-2026-0822-3","Atlas Cloud",466821.00,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-108,BANK,"SET2-PAY-2026-0822-4","Helix Software",467282.76,INR,2026-06-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Wire Transfer"
B2-BNK-109,BANK,"SET2-PAY-2026-0822-5","Sierra Financial",476232.00,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-110,BANK,"SET2-PAY-2026-0822-1","Synthetix AI",480937.50,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Synthetix AI",CREDIT,"Services"
B2-BNK-111,BANK,"SET2-PAY-2026-0823-2","Lumina Analytics",485643.00,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-112,BANK,"SET2-PAY-2026-0823-3","Beacon Ventures",486740.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-113,BANK,"SET2-PAY-2026-0823-4","Strata Peak",491445.50,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-114,BANK,"SET2-PAY-2026-0823-5","Prism Logic",471343.45,INR,2026-06-19,"Short payment under dispute",CREDIT,"License Revenue"
B2-BNK-115,BANK,"SET2-PAY-2026-0823-1","OmniScale Inc",500856.50,INR,2026-06-22,"NEFT/RTGS/UPI deposit - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-BNK-116,BANK,"SET2-PAY-2026-0824-2","Vortex Digital",505562.00,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-117,BANK,"SET2-PAY-2026-0824-3","Atlas Cloud",510267.50,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-118,BANK,"SET2-PAY-2026-0824-4","Helix Software",514973.00,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-119,BANK,"SET2-PAY-2026-0824-5","Sierra Financial",516070.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-120,BANK,"B2-BNK-UNMATCHED-120","Synthetix AI",520775.50,INR,2026-06-10,"Deposit with no ledger reference",CREDIT,"Services"
B2-BNK-121,BANK,"SET2-PAY-2026-0825-2","Lumina Analytics",525481.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-122,BANK,"SET2-PAY-2026-0825-3","Beacon Ventures",530186.50,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-BNK-123,BANK,"SET2-PAY-2026-0825-4","Strata Peak",534892.00,INR,2026-06-19,"NEFT/RTGS/UPI deposit - Strata Peak",CREDIT,"Consulting"
B2-BNK-124,BANK,"SET2-PAY-2026-0825-5","Prism Logic",539597.50,INR,2026-06-22,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-125,BANK,"","Unknown Remitter",544303.00,INR,2026-06-25,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B2-BNK-126,BANK,"SET2-PAY-2026-0826-2","Vortex Digital",545400.00,INR,2026-06-01,"NEFT/RTGS/UPI deposit - Vortex Digital",DEBIT,"Support Fees"
B2-BNK-127,BANK,"SET2-PAY-2026-0826-3","Atlas Cloud",550105.50,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-128,BANK,"SET2-PAY-2026-0826-4","Helix Software",554811.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-129,BANK,"SET2-PAY-2026-0826-5","Sierra Financial",559516.50,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
B2-BNK-130,BANK,"SET2-PAY-2026-0826-1","Synthetix AI",564222.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Synthetix AI",CREDIT,"Services"
B2-BNK-131,BANK,"SET2-PAY-2026-0827-2","Lumina Analytics",18927.50,INR,2026-06-16,"NEFT/RTGS/UPI deposit - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-BNK-132,BANK,"SET2-PAY-2026-0827-3","Beacon Ventures",23420.30,INR,2026-06-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B2-BNK-133,BANK,"SET2-PAY-2026-0827-4","Strata Peak",23493.50,INR,2026-06-22,"Short payment under dispute",CREDIT,"Consulting"
B2-BNK-134,BANK,"SET2-PAY-2026-0827-5","Prism Logic",29435.50,INR,2026-06-25,"NEFT/RTGS/UPI deposit - Prism Logic",CREDIT,"License Revenue"
B2-BNK-135,BANK,"SET2-PAY-2026-0827-1","OmniScale Inc",34141.00,INR,2026-06-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B2-BNK-136,BANK,"SET2-PAY-2026-0828-2","Vortex Digital",38846.50,INR,2026-06-04,"NEFT/RTGS/UPI deposit - Vortex Digital",CREDIT,"Support Fees"
B2-BNK-137,BANK,"SET2-PAY-2026-0828-3","Atlas Cloud",43552.00,INR,2026-06-07,"NEFT/RTGS/UPI deposit - Atlas Cloud",CREDIT,"Project Payment"
B2-BNK-138,BANK,"SET2-PAY-2026-0828-4","Helix Software",48257.50,INR,2026-06-10,"NEFT/RTGS/UPI deposit - Helix Software",CREDIT,"Wire Transfer"
B2-BNK-139,BANK,"SET2-PAY-2026-0828-5","Sierra Financial",52963.00,INR,2026-06-13,"NEFT/RTGS/UPI deposit - Sierra Financial",CREDIT,"Vendor Payment"
