id,source,referenceId,counterparty,amount,currency,date,description,type,category
B5-LDG-155,LEDGER,"SET5-PAY-2026-0831-1","SAP Cloud AG",121115.50,INR,2026-11-07,"Enterprise Contract settlement - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-LDG-156,LEDGER,"SET5-PAY-2026-0832-2","Square Point",125821.00,INR,2026-11-10,"Support Fees settlement - Square Point",CREDIT,"Support Fees"
B5-LDG-157,LEDGER,"SET5-PAY-2026-0832-3","Klarna Bank AB",130526.50,INR,2026-11-13,"Project Payment settlement - Klarna Bank AB",CREDIT,"Project Payment"
B5-LDG-158,LEDGER,"SET5-PAY-2026-0832-4","PayPal Merchant",135232.00,INR,2026-11-16,"Wire Transfer settlement - PayPal Merchant",CREDIT,"Wire Transfer"
B5-LDG-159,LEDGER,"SET5-PAY-2026-0832-5","Plaid Services",139937.50,INR,2026-11-19,"Vendor Payment settlement - Plaid Services",CREDIT,"Vendor Payment"
B5-LDG-160,LEDGER,"SET5-PAY-2026-0832-1","Brex Enterprise",144643.00,INR,2026-11-22,"Services settlement - Brex Enterprise",CREDIT,"Services"
B5-LDG-161,LEDGER,"SET5-PAY-2026-0833-2","ApexFintech Corp",145740.00,INR,2026-11-25,"Accounts Receivable settlement - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-LDG-162,LEDGER,"SET5-PAY-2026-0833-3","StripePay Ltd",150445.50,INR,2026-11-01,"SaaS Revenue settlement - StripePay Ltd",DEBIT,"SaaS Revenue"
B5-LDG-163,LEDGER,"SET5-PAY-2026-0833-4","Adyen Global",155151.00,INR,2026-11-04,"Consulting settlement - Adyen Global",CREDIT,"Consulting"
B5-LDG-164,LEDGER,"SET5-PAY-2026-0833-5","Oracle NetSuite",159856.50,INR,2026-11-07,"License Revenue settlement - Oracle NetSuite",CREDIT,"License Revenue"
B5-LDG-165,LEDGER,"SET5-PAY-2026-0833-1","SAP Cloud AG",164562.00,INR,2026-11-10,"Enterprise Contract settlement - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-LDG-166,LEDGER,"SET5-PAY-2026-0834-2","Square Point",169267.50,INR,2026-11-13,"Support Fees settlement - Square Point",CREDIT,"Support Fees"
B5-LDG-167,LEDGER,"SET5-PAY-2026-0834-3","Klarna Bank AB",173973.00,INR,2026-11-16,"Project Payment settlement - Klarna Bank AB",CREDIT,"Project Payment"
B5-LDG-168,LEDGER,"SET5-PAY-2026-0834-4","PayPal Merchant",175070.00,INR,2026-11-19,"Wire Transfer settlement - PayPal Merchant",CREDIT,"Wire Transfer"
B5-LDG-169,LEDGER,"SET5-PAY-2026-0834-5","Plaid Services",179775.50,INR,2026-11-22,"Vendor Payment settlement - Plaid Services",CREDIT,"Vendor Payment"
B5-LDG-170,LEDGER,"ORPHAN-REF-999","Brex Enterprise",184481.00,INR,2026-11-25,"Services settlement - Brex Enterprise",CREDIT,"Services"
B5-BNK-001,BANK,"SET5-PAY-2026-0801-2","ApexFintech Corp",25855.50,INR,2026-11-04,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-002,BANK,"SET5-PAY-2026-0801-3","StripePay Ltd",30561.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-003,BANK,"SET5-PAY-2026-0801-4","Adyen Global",35266.50,INR,2026-11-10,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-004,BANK,"SET5-PAY-2026-0801-5","Oracle NetSuite",39972.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-005,BANK,"SET5-PAY-2026-0801-1","SAP Cloud AG",44677.50,INR,2026-11-16,"NEFT/RTGS/UPI deposit - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-BNK-006,BANK,"SET5-PAY-2026-0802-2","Square Point",49383.00,INR,2026-11-19,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-007,BANK,"SET5-PAY-2026-0802-3","Klarna Bank AB",50480.00,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-008,BANK,"SET5-PAY-2026-0802-4","PayPal Merchant",55185.50,INR,2026-11-25,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-009,BANK,"SET5-PAY-2026-0802-5","Plaid Services",59891.00,INR,2026-11-01,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-010,BANK,"SET5-PAY-2026-0802-1","Brex Enterprise",64596.50,INR,2026-11-04,"NEFT/RTGS/UPI deposit - Brex Enterprise",CREDIT,"Services"
B5-BNK-011,BANK,"SET5-PAY-2026-0803-2","ApexFintech Corp",69302.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-012,BANK,"SET5-PAY-2026-0803-3","StripePay Ltd",73341.43,INR,2026-11-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B5-BNK-013,BANK,"SET5-PAY-2026-0803-4","Adyen Global",78713.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-014,BANK,"SET5-PAY-2026-0803-5","Oracle NetSuite",79810.00,INR,2026-11-16,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-015,BANK,"SET5-PAY-2026-0803-1","SAP Cloud AG",84515.50,INR,2026-11-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B5-BNK-016,BANK,"SET5-PAY-2026-0804-2","Square Point",89221.00,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-017,BANK,"SET5-PAY-2026-0804-3","Klarna Bank AB",93926.50,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-018,BANK,"SET5-PAY-2026-0804-4","PayPal Merchant",98632.00,INR,2026-11-01,"NEFT/RTGS/UPI deposit - PayPal Merchant",DEBIT,"Wire Transfer"
B5-BNK-019,BANK,"SET5-PAY-2026-0804-5","Plaid Services",98170.63,INR,2026-11-04,"Short payment under dispute",CREDIT,"Vendor Payment"
B5-BNK-020,BANK,"SET5-PAY-2026-0804-1","Brex Enterprise",108043.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Brex Enterprise",CREDIT,"Services"
B5-BNK-021,BANK,"SET5-PAY-2026-0805-2","ApexFintech Corp",109140.00,INR,2026-11-10,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-022,BANK,"SET5-PAY-2026-0805-3","StripePay Ltd",113845.50,INR,2026-11-13,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-023,BANK,"SET5-PAY-2026-0805-4","Adyen Global",118551.00,INR,2026-11-16,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-024,BANK,"SET5-PAY-2026-0805-5","Oracle NetSuite",122147.19,INR,2026-11-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B5-BNK-025,BANK,"","Unknown Remitter",127962.00,INR,2026-11-22,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B5-BNK-026,BANK,"SET5-PAY-2026-0806-2","Square Point",132667.50,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-027,BANK,"SET5-PAY-2026-0806-3","Klarna Bank AB",137373.00,INR,2026-11-01,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-028,BANK,"SET5-PAY-2026-0806-4","PayPal Merchant",138470.00,INR,2026-11-04,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-029,BANK,"SET5-PAY-2026-0806-5","Plaid Services",143175.50,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-030,BANK,"B5-BNK-UNMATCHED-030","Brex Enterprise",147881.00,INR,2026-11-10,"Deposit with no ledger reference",CREDIT,"Services"
B5-BNK-031,BANK,"SET5-PAY-2026-0807-2","ApexFintech Corp",152586.50,INR,2026-11-13,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-032,BANK,"SET5-PAY-2026-0807-3","StripePay Ltd",157292.00,INR,2026-11-16,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-033,BANK,"SET5-PAY-2026-0807-4","Adyen Global",161997.50,INR,2026-11-19,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-034,BANK,"SET5-PAY-2026-0807-5","Oracle NetSuite",166703.00,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-035,BANK,"SET5-PAY-2026-0807-1","SAP Cloud AG",167800.00,INR,2026-11-25,"NEFT/RTGS/UPI deposit - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-BNK-036,BANK,"SET5-PAY-2026-0808-2","Square Point",170952.95,INR,2026-11-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Support Fees"
B5-BNK-037,BANK,"SET5-PAY-2026-0808-3","Klarna Bank AB",177211.00,INR,2026-11-04,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-038,BANK,"SET5-PAY-2026-0808-4","PayPal Merchant",172820.68,INR,2026-11-07,"Short payment under dispute",CREDIT,"Wire Transfer"
B5-BNK-039,BANK,"SET5-PAY-2026-0808-5","Plaid Services",186622.00,INR,2026-11-10,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-040,BANK,"SET5-PAY-2026-0808-1","Brex Enterprise",191327.50,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Brex Enterprise",CREDIT,"Services"
B5-BNK-041,BANK,"SET5-PAY-2026-0809-2","ApexFintech Corp",196033.00,INR,2026-11-16,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-042,BANK,"SET5-PAY-2026-0809-3","StripePay Ltd",197130.00,INR,2026-11-19,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-043,BANK,"SET5-PAY-2026-0809-4","Adyen Global",201835.50,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-044,BANK,"SET5-PAY-2026-0809-5","Oracle NetSuite",206541.00,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-045,BANK,"SET5-PAY-2026-0809-1","SAP Cloud AG",211246.50,INR,2026-11-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B5-BNK-046,BANK,"SET5-PAY-2026-0810-2","Square Point",215952.00,INR,2026-11-04,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-047,BANK,"SET5-PAY-2026-0810-3","Klarna Bank AB",220657.50,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-048,BANK,"SET5-PAY-2026-0810-4","PayPal Merchant",223334.73,INR,2026-11-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Wire Transfer"
B5-BNK-049,BANK,"SET5-PAY-2026-0810-5","Plaid Services",226460.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-050,BANK,"","Unknown Remitter",231165.50,INR,2026-11-16,"Unidentified incoming wire transfer",CREDIT,"Services"
B5-BNK-051,BANK,"SET5-PAY-2026-0811-2","ApexFintech Corp",235871.00,INR,2026-11-19,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-052,BANK,"SET5-PAY-2026-0811-3","StripePay Ltd",240576.50,INR,2026-11-22,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-053,BANK,"SET5-PAY-2026-0811-4","Adyen Global",245282.00,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-054,BANK,"SET5-PAY-2026-0811-5","Oracle NetSuite",249987.50,INR,2026-11-01,"NEFT/RTGS/UPI deposit - Oracle NetSuite",DEBIT,"License Revenue"
B5-BNK-055,BANK,"SET5-PAY-2026-0811-1","SAP Cloud AG",254693.00,INR,2026-11-04,"NEFT/RTGS/UPI deposit - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-BNK-056,BANK,"SET5-PAY-2026-0812-2","Square Point",255790.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-057,BANK,"SET5-PAY-2026-0812-3","Klarna Bank AB",247470.72,INR,2026-11-10,"Short payment under dispute",CREDIT,"Project Payment"
B5-BNK-058,BANK,"SET5-PAY-2026-0812-4","PayPal Merchant",265201.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-059,BANK,"SET5-PAY-2026-0812-5","Plaid Services",269906.50,INR,2026-11-16,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-060,BANK,"B5-BNK-UNMATCHED-060","Brex Enterprise",274612.00,INR,2026-11-19,"Deposit with no ledger reference",CREDIT,"Services"
B5-BNK-061,BANK,"SET5-PAY-2026-0813-2","ApexFintech Corp",279317.50,INR,2026-11-22,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-062,BANK,"SET5-PAY-2026-0813-3","StripePay Ltd",284023.00,INR,2026-11-25,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-063,BANK,"SET5-PAY-2026-0813-4","Adyen Global",285120.00,INR,2026-11-01,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-064,BANK,"SET5-PAY-2026-0813-5","Oracle NetSuite",289825.50,INR,2026-11-04,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-065,BANK,"SET5-PAY-2026-0813-1","SAP Cloud AG",294531.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-BNK-066,BANK,"SET5-PAY-2026-0814-2","Square Point",299236.50,INR,2026-11-10,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-067,BANK,"SET5-PAY-2026-0814-3","Klarna Bank AB",303942.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-068,BANK,"SET5-PAY-2026-0814-4","PayPal Merchant",308647.50,INR,2026-11-16,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-069,BANK,"SET5-PAY-2026-0814-5","Plaid Services",313353.00,INR,2026-11-19,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-070,BANK,"SET5-PAY-2026-0814-1","Brex Enterprise",314450.00,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Brex Enterprise",CREDIT,"Services"
B5-BNK-071,BANK,"SET5-PAY-2026-0815-2","ApexFintech Corp",319155.50,INR,2026-11-25,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-072,BANK,"SET5-PAY-2026-0815-3","StripePay Ltd",320946.25,INR,2026-11-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"SaaS Revenue"
B5-BNK-073,BANK,"SET5-PAY-2026-0815-4","Adyen Global",328566.50,INR,2026-11-04,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-074,BANK,"SET5-PAY-2026-0815-5","Oracle NetSuite",333272.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-075,BANK,"","Unknown Remitter",337977.50,INR,2026-11-10,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B5-BNK-076,BANK,"SET5-PAY-2026-0816-2","Square Point",325548.85,INR,2026-11-13,"Short payment under dispute",CREDIT,"Support Fees"
B5-BNK-077,BANK,"SET5-PAY-2026-0816-3","Klarna Bank AB",343780.00,INR,2026-11-16,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-078,BANK,"SET5-PAY-2026-0816-4","PayPal Merchant",348485.50,INR,2026-11-19,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-079,BANK,"SET5-PAY-2026-0816-5","Plaid Services",353191.00,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-080,BANK,"SET5-PAY-2026-0816-1","Brex Enterprise",357896.50,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Brex Enterprise",CREDIT,"Services"
B5-BNK-081,BANK,"SET5-PAY-2026-0817-2","ApexFintech Corp",362602.00,INR,2026-11-01,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-082,BANK,"SET5-PAY-2026-0817-3","StripePay Ltd",367307.50,INR,2026-11-04,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-083,BANK,"SET5-PAY-2026-0817-4","Adyen Global",372013.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-084,BANK,"SET5-PAY-2026-0817-5","Oracle NetSuite",369752.01,INR,2026-11-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B5-BNK-085,BANK,"SET5-PAY-2026-0817-1","SAP Cloud AG",377815.50,INR,2026-11-13,"NEFT/RTGS/UPI deposit - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-BNK-086,BANK,"SET5-PAY-2026-0818-2","Square Point",382521.00,INR,2026-11-16,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-087,BANK,"SET5-PAY-2026-0818-3","Klarna Bank AB",387226.50,INR,2026-11-19,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-088,BANK,"SET5-PAY-2026-0818-4","PayPal Merchant",391932.00,INR,2026-11-22,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-089,BANK,"SET5-PAY-2026-0818-5","Plaid Services",396637.50,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-090,BANK,"B5-BNK-UNMATCHED-090","Brex Enterprise",401343.00,INR,2026-11-01,"Deposit with no ledger reference",DEBIT,"Services"
B5-BNK-091,BANK,"SET5-PAY-2026-0819-2","ApexFintech Corp",402440.00,INR,2026-11-04,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-092,BANK,"SET5-PAY-2026-0819-3","StripePay Ltd",407145.50,INR,2026-11-07,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-093,BANK,"SET5-PAY-2026-0819-4","Adyen Global",411851.00,INR,2026-11-10,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-094,BANK,"SET5-PAY-2026-0819-5","Oracle NetSuite",416556.50,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-095,BANK,"SET5-PAY-2026-0819-1","SAP Cloud AG",400198.90,INR,2026-11-16,"Short payment under dispute",CREDIT,"Enterprise Contract"
B5-BNK-096,BANK,"SET5-PAY-2026-0820-2","Square Point",422133.79,INR,2026-11-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Support Fees"
B5-BNK-097,BANK,"SET5-PAY-2026-0820-3","Klarna Bank AB",430673.00,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-098,BANK,"SET5-PAY-2026-0820-4","PayPal Merchant",431770.00,INR,2026-11-25,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-099,BANK,"SET5-PAY-2026-0820-5","Plaid Services",436475.50,INR,2026-11-01,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-100,BANK,"","Unknown Remitter",441181.00,INR,2026-11-04,"Unidentified incoming wire transfer",CREDIT,"Services"
B5-BNK-101,BANK,"SET5-PAY-2026-0821-2","ApexFintech Corp",445886.50,INR,2026-11-07,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-102,BANK,"SET5-PAY-2026-0821-3","StripePay Ltd",450592.00,INR,2026-11-10,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-103,BANK,"SET5-PAY-2026-0821-4","Adyen Global",455297.50,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-104,BANK,"SET5-PAY-2026-0821-5","Oracle NetSuite",460003.00,INR,2026-11-16,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-105,BANK,"SET5-PAY-2026-0821-1","SAP Cloud AG",461100.00,INR,2026-11-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B5-BNK-106,BANK,"SET5-PAY-2026-0822-2","Square Point",465805.50,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-107,BANK,"SET5-PAY-2026-0822-3","Klarna Bank AB",470511.00,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-108,BANK,"SET5-PAY-2026-0822-4","PayPal Merchant",470939.55,INR,2026-11-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Wire Transfer"
B5-BNK-109,BANK,"SET5-PAY-2026-0822-5","Plaid Services",479922.00,INR,2026-11-04,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-110,BANK,"SET5-PAY-2026-0822-1","Brex Enterprise",484627.50,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Brex Enterprise",CREDIT,"Services"
B5-BNK-111,BANK,"SET5-PAY-2026-0823-2","ApexFintech Corp",489333.00,INR,2026-11-10,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-112,BANK,"SET5-PAY-2026-0823-3","StripePay Ltd",490430.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-113,BANK,"SET5-PAY-2026-0823-4","Adyen Global",495135.50,INR,2026-11-16,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-114,BANK,"SET5-PAY-2026-0823-5","Oracle NetSuite",474848.95,INR,2026-11-19,"Short payment under dispute",CREDIT,"License Revenue"
B5-BNK-115,BANK,"SET5-PAY-2026-0823-1","SAP Cloud AG",504546.50,INR,2026-11-22,"NEFT/RTGS/UPI deposit - SAP Cloud AG",CREDIT,"Enterprise Contract"
B5-BNK-116,BANK,"SET5-PAY-2026-0824-2","Square Point",509252.00,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Square Point",CREDIT,"Support Fees"
B5-BNK-117,BANK,"SET5-PAY-2026-0824-3","Klarna Bank AB",513957.50,INR,2026-11-01,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-118,BANK,"SET5-PAY-2026-0824-4","PayPal Merchant",518663.00,INR,2026-11-04,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-119,BANK,"SET5-PAY-2026-0824-5","Plaid Services",519760.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-120,BANK,"B5-BNK-UNMATCHED-120","Brex Enterprise",524465.50,INR,2026-11-10,"Deposit with no ledger reference",CREDIT,"Services"
B5-BNK-121,BANK,"SET5-PAY-2026-0825-2","ApexFintech Corp",529171.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-122,BANK,"SET5-PAY-2026-0825-3","StripePay Ltd",533876.50,INR,2026-11-16,"NEFT/RTGS/UPI deposit - StripePay Ltd",CREDIT,"SaaS Revenue"
B5-BNK-123,BANK,"SET5-PAY-2026-0825-4","Adyen Global",538582.00,INR,2026-11-19,"NEFT/RTGS/UPI deposit - Adyen Global",CREDIT,"Consulting"
B5-BNK-124,BANK,"SET5-PAY-2026-0825-5","Oracle NetSuite",543287.50,INR,2026-11-22,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-125,BANK,"","Unknown Remitter",547993.00,INR,2026-11-25,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B5-BNK-126,BANK,"SET5-PAY-2026-0826-2","Square Point",549090.00,INR,2026-11-01,"NEFT/RTGS/UPI deposit - Square Point",DEBIT,"Support Fees"
B5-BNK-127,BANK,"SET5-PAY-2026-0826-3","Klarna Bank AB",553795.50,INR,2026-11-04,"NEFT/RTGS/UPI deposit - Klarna Bank AB",CREDIT,"Project Payment"
B5-BNK-128,BANK,"SET5-PAY-2026-0826-4","PayPal Merchant",558501.00,INR,2026-11-07,"NEFT/RTGS/UPI deposit - PayPal Merchant",CREDIT,"Wire Transfer"
B5-BNK-129,BANK,"SET5-PAY-2026-0826-5","Plaid Services",563206.50,INR,2026-11-10,"NEFT/RTGS/UPI deposit - Plaid Services",CREDIT,"Vendor Payment"
B5-BNK-130,BANK,"SET5-PAY-2026-0826-1","Brex Enterprise",17912.00,INR,2026-11-13,"NEFT/RTGS/UPI deposit - Brex Enterprise",CREDIT,"Services"
B5-BNK-131,BANK,"SET5-PAY-2026-0827-2","ApexFintech Corp",22617.50,INR,2026-11-16,"NEFT/RTGS/UPI deposit - ApexFintech Corp",CREDIT,"Accounts Receivable"
B5-BNK-132,BANK,"SET5-PAY-2026-0827-3","StripePay Ltd",27077.09,INR,2026-11-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B5-BNK-133,BANK,"SET5-PAY-2026-0827-4","Adyen Global",26999.00,INR,2026-11-22,"Short payment under dispute",CREDIT,"Consulting"
B5-BNK-134,BANK,"SET5-PAY-2026-0827-5","Oracle NetSuite",33125.50,INR,2026-11-25,"NEFT/RTGS/UPI deposit - Oracle NetSuite",CREDIT,"License Revenue"
B5-BNK-135,BANK,"SET5-PAY-2026-0827-1","SAP Cloud AG",37831.00,INR,2026-11-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
