id,source,referenceId,counterparty,amount,currency,date,description,type,category
B1-LDG-154,LEDGER,"SET1-PAY-2026-0831-5","DataPipe Corp",111490.00,INR,2026-03-04,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-155,LEDGER,"SET1-PAY-2026-0831-1","QuantumLeap Systems",116195.50,INR,2026-03-07,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-156,LEDGER,"SET1-PAY-2026-0832-2","NexGen Solutions",120901.00,INR,2026-03-10,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-157,LEDGER,"SET1-PAY-2026-0832-3","ClearPath AG",125606.50,INR,2026-03-13,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-158,LEDGER,"SET1-PAY-2026-0832-4","BlueSky Tech",130312.00,INR,2026-03-16,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-159,LEDGER,"SET1-PAY-2026-0832-5","Meridian Corp",135017.50,INR,2026-03-19,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-160,LEDGER,"SET1-PAY-2026-0832-1","ZenFlow Inc",139723.00,INR,2026-03-22,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-161,LEDGER,"SET1-PAY-2026-0833-2","Acme Corp",140820.00,INR,2026-03-25,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-162,LEDGER,"SET1-PAY-2026-0833-3","TechStart Inc",145525.50,INR,2026-03-01,"SaaS Revenue settlement - TechStart Inc",DEBIT,"SaaS Revenue"
B1-LDG-163,LEDGER,"SET1-PAY-2026-0833-4","GlobalTrade Ltd",150231.00,INR,2026-03-04,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-164,LEDGER,"SET1-PAY-2026-0833-5","DataPipe Corp",154936.50,INR,2026-03-07,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-165,LEDGER,"SET1-PAY-2026-0833-1","QuantumLeap Systems",159642.00,INR,2026-03-10,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-166,LEDGER,"SET1-PAY-2026-0834-2","NexGen Solutions",164347.50,INR,2026-03-13,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-167,LEDGER,"SET1-PAY-2026-0834-3","ClearPath AG",169053.00,INR,2026-03-16,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-168,LEDGER,"SET1-PAY-2026-0834-4","BlueSky Tech",170150.00,INR,2026-03-19,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-169,LEDGER,"SET1-PAY-2026-0834-5","Meridian Corp",174855.50,INR,2026-03-22,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-170,LEDGER,"ORPHAN-REF-999","ZenFlow Inc",179561.00,INR,2026-03-25,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-BNK-001,BANK,"SET1-PAY-2026-0801-2","Acme Corp",20935.50,INR,2026-03-04,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-002,BANK,"SET1-PAY-2026-0801-3","TechStart Inc",25641.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-003,BANK,"SET1-PAY-2026-0801-4","GlobalTrade Ltd",30346.50,INR,2026-03-10,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-004,BANK,"SET1-PAY-2026-0801-5","DataPipe Corp",35052.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-005,BANK,"SET1-PAY-2026-0801-1","QuantumLeap Systems",39757.50,INR,2026-03-16,"NEFT/RTGS/UPI deposit - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-BNK-006,BANK,"SET1-PAY-2026-0802-2","NexGen Solutions",44463.00,INR,2026-03-19,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-007,BANK,"SET1-PAY-2026-0802-3","ClearPath AG",45560.00,INR,2026-03-22,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-008,BANK,"SET1-PAY-2026-0802-4","BlueSky Tech",50265.50,INR,2026-03-25,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-009,BANK,"SET1-PAY-2026-0802-5","Meridian Corp",54971.00,INR,2026-03-01,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-010,BANK,"SET1-PAY-2026-0802-1","ZenFlow Inc",59676.50,INR,2026-03-04,"NEFT/RTGS/UPI deposit - ZenFlow Inc",CREDIT,"Services"
B1-BNK-011,BANK,"SET1-PAY-2026-0803-2","Acme Corp",64382.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-012,BANK,"SET1-PAY-2026-0803-3","TechStart Inc",68465.71,INR,2026-03-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B1-BNK-013,BANK,"SET1-PAY-2026-0803-4","GlobalTrade Ltd",73793.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-014,BANK,"SET1-PAY-2026-0803-5","DataPipe Corp",74890.00,INR,2026-03-16,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-015,BANK,"SET1-PAY-2026-0803-1","QuantumLeap Systems",79595.50,INR,2026-03-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B1-BNK-016,BANK,"SET1-PAY-2026-0804-2","NexGen Solutions",84301.00,INR,2026-03-22,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-017,BANK,"SET1-PAY-2026-0804-3","ClearPath AG",89006.50,INR,2026-03-25,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-018,BANK,"SET1-PAY-2026-0804-4","BlueSky Tech",93712.00,INR,2026-03-01,"NEFT/RTGS/UPI deposit - BlueSky Tech",DEBIT,"Wire Transfer"
B1-BNK-019,BANK,"SET1-PAY-2026-0804-5","Meridian Corp",93496.63,INR,2026-03-04,"Short payment under dispute",CREDIT,"Vendor Payment"
B1-BNK-020,BANK,"SET1-PAY-2026-0804-1","ZenFlow Inc",103123.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - ZenFlow Inc",CREDIT,"Services"
B1-BNK-021,BANK,"SET1-PAY-2026-0805-2","Acme Corp",104220.00,INR,2026-03-10,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-022,BANK,"SET1-PAY-2026-0805-3","TechStart Inc",108925.50,INR,2026-03-13,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-023,BANK,"SET1-PAY-2026-0805-4","GlobalTrade Ltd",113631.00,INR,2026-03-16,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-024,BANK,"SET1-PAY-2026-0805-5","DataPipe Corp",117271.47,INR,2026-03-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B1-BNK-025,BANK,"","Unknown Remitter",123042.00,INR,2026-03-22,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B1-BNK-026,BANK,"SET1-PAY-2026-0806-2","NexGen Solutions",127747.50,INR,2026-03-25,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-027,BANK,"SET1-PAY-2026-0806-3","ClearPath AG",132453.00,INR,2026-03-01,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-028,BANK,"SET1-PAY-2026-0806-4","BlueSky Tech",133550.00,INR,2026-03-04,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-029,BANK,"SET1-PAY-2026-0806-5","Meridian Corp",138255.50,INR,2026-03-07,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-030,BANK,"B1-BNK-UNMATCHED-030","ZenFlow Inc",142961.00,INR,2026-03-10,"Deposit with no ledger reference",CREDIT,"Services"
B1-BNK-031,BANK,"SET1-PAY-2026-0807-2","Acme Corp",147666.50,INR,2026-03-13,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-032,BANK,"SET1-PAY-2026-0807-3","TechStart Inc",152372.00,INR,2026-03-16,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-033,BANK,"SET1-PAY-2026-0807-4","GlobalTrade Ltd",157077.50,INR,2026-03-19,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-034,BANK,"SET1-PAY-2026-0807-5","DataPipe Corp",161783.00,INR,2026-03-22,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-035,BANK,"SET1-PAY-2026-0807-1","QuantumLeap Systems",162880.00,INR,2026-03-25,"NEFT/RTGS/UPI deposit - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-BNK-036,BANK,"SET1-PAY-2026-0808-2","NexGen Solutions",166077.23,INR,2026-03-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Support Fees"
B1-BNK-037,BANK,"SET1-PAY-2026-0808-3","ClearPath AG",172291.00,INR,2026-03-04,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-038,BANK,"SET1-PAY-2026-0808-4","BlueSky Tech",168146.68,INR,2026-03-07,"Short payment under dispute",CREDIT,"Wire Transfer"
B1-BNK-039,BANK,"SET1-PAY-2026-0808-5","Meridian Corp",181702.00,INR,2026-03-10,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-040,BANK,"SET1-PAY-2026-0808-1","ZenFlow Inc",186407.50,INR,2026-03-13,"NEFT/RTGS/UPI deposit - ZenFlow Inc",CREDIT,"Services"
B1-BNK-041,BANK,"SET1-PAY-2026-0809-2","Acme Corp",191113.00,INR,2026-03-16,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-042,BANK,"SET1-PAY-2026-0809-3","TechStart Inc",192210.00,INR,2026-03-19,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-043,BANK,"SET1-PAY-2026-0809-4","GlobalTrade Ltd",196915.50,INR,2026-03-22,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-044,BANK,"SET1-PAY-2026-0809-5","DataPipe Corp",201621.00,INR,2026-03-25,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-045,BANK,"SET1-PAY-2026-0809-1","QuantumLeap Systems",206326.50,INR,2026-03-01,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B1-BNK-046,BANK,"SET1-PAY-2026-0810-2","NexGen Solutions",211032.00,INR,2026-03-04,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-047,BANK,"SET1-PAY-2026-0810-3","ClearPath AG",215737.50,INR,2026-03-07,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-048,BANK,"SET1-PAY-2026-0810-4","BlueSky Tech",218459.01,INR,2026-03-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Wire Transfer"
B1-BNK-049,BANK,"SET1-PAY-2026-0810-5","Meridian Corp",221540.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-050,BANK,"","Unknown Remitter",226245.50,INR,2026-03-16,"Unidentified incoming wire transfer",CREDIT,"Services"
B1-BNK-051,BANK,"SET1-PAY-2026-0811-2","Acme Corp",230951.00,INR,2026-03-19,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-052,BANK,"SET1-PAY-2026-0811-3","TechStart Inc",235656.50,INR,2026-03-22,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-053,BANK,"SET1-PAY-2026-0811-4","GlobalTrade Ltd",240362.00,INR,2026-03-25,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-054,BANK,"SET1-PAY-2026-0811-5","DataPipe Corp",245067.50,INR,2026-03-01,"NEFT/RTGS/UPI deposit - DataPipe Corp",DEBIT,"License Revenue"
B1-BNK-055,BANK,"SET1-PAY-2026-0811-1","QuantumLeap Systems",249773.00,INR,2026-03-04,"NEFT/RTGS/UPI deposit - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-BNK-056,BANK,"SET1-PAY-2026-0812-2","NexGen Solutions",250870.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-057,BANK,"SET1-PAY-2026-0812-3","ClearPath AG",242796.72,INR,2026-03-10,"Short payment under dispute",CREDIT,"Project Payment"
B1-BNK-058,BANK,"SET1-PAY-2026-0812-4","BlueSky Tech",260281.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-059,BANK,"SET1-PAY-2026-0812-5","Meridian Corp",264986.50,INR,2026-03-16,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-060,BANK,"B1-BNK-UNMATCHED-060","ZenFlow Inc",269692.00,INR,2026-03-19,"Deposit with no ledger reference",CREDIT,"Services"
B1-BNK-061,BANK,"SET1-PAY-2026-0813-2","Acme Corp",274397.50,INR,2026-03-22,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-062,BANK,"SET1-PAY-2026-0813-3","TechStart Inc",279103.00,INR,2026-03-25,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-063,BANK,"SET1-PAY-2026-0813-4","GlobalTrade Ltd",280200.00,INR,2026-03-01,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-064,BANK,"SET1-PAY-2026-0813-5","DataPipe Corp",284905.50,INR,2026-03-04,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-065,BANK,"SET1-PAY-2026-0813-1","QuantumLeap Systems",289611.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-BNK-066,BANK,"SET1-PAY-2026-0814-2","NexGen Solutions",294316.50,INR,2026-03-10,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-067,BANK,"SET1-PAY-2026-0814-3","ClearPath AG",299022.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-068,BANK,"SET1-PAY-2026-0814-4","BlueSky Tech",303727.50,INR,2026-03-16,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-069,BANK,"SET1-PAY-2026-0814-5","Meridian Corp",308433.00,INR,2026-03-19,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-070,BANK,"SET1-PAY-2026-0814-1","ZenFlow Inc",309530.00,INR,2026-03-22,"NEFT/RTGS/UPI deposit - ZenFlow Inc",CREDIT,"Services"
B1-BNK-071,BANK,"SET1-PAY-2026-0815-2","Acme Corp",314235.50,INR,2026-03-25,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-072,BANK,"SET1-PAY-2026-0815-3","TechStart Inc",316070.53,INR,2026-03-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"SaaS Revenue"
B1-BNK-073,BANK,"SET1-PAY-2026-0815-4","GlobalTrade Ltd",323646.50,INR,2026-03-04,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-074,BANK,"SET1-PAY-2026-0815-5","DataPipe Corp",328352.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-075,BANK,"","Unknown Remitter",333057.50,INR,2026-03-10,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B1-BNK-076,BANK,"SET1-PAY-2026-0816-2","NexGen Solutions",320874.85,INR,2026-03-13,"Short payment under dispute",CREDIT,"Support Fees"
B1-BNK-077,BANK,"SET1-PAY-2026-0816-3","ClearPath AG",338860.00,INR,2026-03-16,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-078,BANK,"SET1-PAY-2026-0816-4","BlueSky Tech",343565.50,INR,2026-03-19,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-079,BANK,"SET1-PAY-2026-0816-5","Meridian Corp",348271.00,INR,2026-03-22,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-080,BANK,"SET1-PAY-2026-0816-1","ZenFlow Inc",352976.50,INR,2026-03-25,"NEFT/RTGS/UPI deposit - ZenFlow Inc",CREDIT,"Services"
B1-BNK-081,BANK,"SET1-PAY-2026-0817-2","Acme Corp",357682.00,INR,2026-03-01,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-082,BANK,"SET1-PAY-2026-0817-3","TechStart Inc",362387.50,INR,2026-03-04,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-083,BANK,"SET1-PAY-2026-0817-4","GlobalTrade Ltd",367093.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-084,BANK,"SET1-PAY-2026-0817-5","DataPipe Corp",364876.29,INR,2026-03-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"License Revenue"
B1-BNK-085,BANK,"SET1-PAY-2026-0817-1","QuantumLeap Systems",372895.50,INR,2026-03-13,"NEFT/RTGS/UPI deposit - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-BNK-086,BANK,"SET1-PAY-2026-0818-2","NexGen Solutions",377601.00,INR,2026-03-16,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-087,BANK,"SET1-PAY-2026-0818-3","ClearPath AG",382306.50,INR,2026-03-19,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-088,BANK,"SET1-PAY-2026-0818-4","BlueSky Tech",387012.00,INR,2026-03-22,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-089,BANK,"SET1-PAY-2026-0818-5","Meridian Corp",391717.50,INR,2026-03-25,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-090,BANK,"B1-BNK-UNMATCHED-090","ZenFlow Inc",396423.00,INR,2026-03-01,"Deposit with no ledger reference",DEBIT,"Services"
B1-BNK-091,BANK,"SET1-PAY-2026-0819-2","Acme Corp",397520.00,INR,2026-03-04,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-092,BANK,"SET1-PAY-2026-0819-3","TechStart Inc",402225.50,INR,2026-03-07,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-093,BANK,"SET1-PAY-2026-0819-4","GlobalTrade Ltd",406931.00,INR,2026-03-10,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-094,BANK,"SET1-PAY-2026-0819-5","DataPipe Corp",411636.50,INR,2026-03-13,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-095,BANK,"SET1-PAY-2026-0819-1","QuantumLeap Systems",395524.90,INR,2026-03-16,"Short payment under dispute",CREDIT,"Enterprise Contract"
B1-BNK-096,BANK,"SET1-PAY-2026-0820-2","NexGen Solutions",417258.07,INR,2026-03-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Support Fees"
B1-BNK-097,BANK,"SET1-PAY-2026-0820-3","ClearPath AG",425753.00,INR,2026-03-22,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-098,BANK,"SET1-PAY-2026-0820-4","BlueSky Tech",426850.00,INR,2026-03-25,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-099,BANK,"SET1-PAY-2026-0820-5","Meridian Corp",431555.50,INR,2026-03-01,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-100,BANK,"","Unknown Remitter",436261.00,INR,2026-03-04,"Unidentified incoming wire transfer",CREDIT,"Services"
B1-BNK-101,BANK,"SET1-PAY-2026-0821-2","Acme Corp",440966.50,INR,2026-03-07,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-102,BANK,"SET1-PAY-2026-0821-3","TechStart Inc",445672.00,INR,2026-03-10,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-103,BANK,"SET1-PAY-2026-0821-4","GlobalTrade Ltd",450377.50,INR,2026-03-13,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-104,BANK,"SET1-PAY-2026-0821-5","DataPipe Corp",455083.00,INR,2026-03-16,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-105,BANK,"SET1-PAY-2026-0821-1","QuantumLeap Systems",456180.00,INR,2026-03-17,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B1-BNK-106,BANK,"SET1-PAY-2026-0822-2","NexGen Solutions",460885.50,INR,2026-03-22,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-107,BANK,"SET1-PAY-2026-0822-3","ClearPath AG",465591.00,INR,2026-03-25,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-108,BANK,"SET1-PAY-2026-0822-4","BlueSky Tech",466063.83,INR,2026-03-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"Wire Transfer"
B1-BNK-109,BANK,"SET1-PAY-2026-0822-5","Meridian Corp",475002.00,INR,2026-03-04,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-110,BANK,"SET1-PAY-2026-0822-1","ZenFlow Inc",479707.50,INR,2026-03-07,"NEFT/RTGS/UPI deposit - ZenFlow Inc",CREDIT,"Services"
B1-BNK-111,BANK,"SET1-PAY-2026-0823-2","Acme Corp",484413.00,INR,2026-03-10,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-112,BANK,"SET1-PAY-2026-0823-3","TechStart Inc",485510.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-113,BANK,"SET1-PAY-2026-0823-4","GlobalTrade Ltd",490215.50,INR,2026-03-16,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-114,BANK,"SET1-PAY-2026-0823-5","DataPipe Corp",470174.95,INR,2026-03-19,"Short payment under dispute",CREDIT,"License Revenue"
B1-BNK-115,BANK,"SET1-PAY-2026-0823-1","QuantumLeap Systems",499626.50,INR,2026-03-22,"NEFT/RTGS/UPI deposit - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-BNK-116,BANK,"SET1-PAY-2026-0824-2","NexGen Solutions",504332.00,INR,2026-03-25,"NEFT/RTGS/UPI deposit - NexGen Solutions",CREDIT,"Support Fees"
B1-BNK-117,BANK,"SET1-PAY-2026-0824-3","ClearPath AG",509037.50,INR,2026-03-01,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-118,BANK,"SET1-PAY-2026-0824-4","BlueSky Tech",513743.00,INR,2026-03-04,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-119,BANK,"SET1-PAY-2026-0824-5","Meridian Corp",514840.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-120,BANK,"B1-BNK-UNMATCHED-120","ZenFlow Inc",519545.50,INR,2026-03-10,"Deposit with no ledger reference",CREDIT,"Services"
B1-BNK-121,BANK,"SET1-PAY-2026-0825-2","Acme Corp",524251.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-122,BANK,"SET1-PAY-2026-0825-3","TechStart Inc",528956.50,INR,2026-03-16,"NEFT/RTGS/UPI deposit - TechStart Inc",CREDIT,"SaaS Revenue"
B1-BNK-123,BANK,"SET1-PAY-2026-0825-4","GlobalTrade Ltd",533662.00,INR,2026-03-19,"NEFT/RTGS/UPI deposit - GlobalTrade Ltd",CREDIT,"Consulting"
B1-BNK-124,BANK,"SET1-PAY-2026-0825-5","DataPipe Corp",538367.50,INR,2026-03-22,"NEFT/RTGS/UPI deposit - DataPipe Corp",CREDIT,"License Revenue"
B1-BNK-125,BANK,"","Unknown Remitter",543073.00,INR,2026-03-25,"Unidentified incoming wire transfer",CREDIT,"Enterprise Contract"
B1-BNK-126,BANK,"SET1-PAY-2026-0826-2","NexGen Solutions",544170.00,INR,2026-03-01,"NEFT/RTGS/UPI deposit - NexGen Solutions",DEBIT,"Support Fees"
B1-BNK-127,BANK,"SET1-PAY-2026-0826-3","ClearPath AG",548875.50,INR,2026-03-04,"NEFT/RTGS/UPI deposit - ClearPath AG",CREDIT,"Project Payment"
B1-BNK-128,BANK,"SET1-PAY-2026-0826-4","BlueSky Tech",553581.00,INR,2026-03-07,"NEFT/RTGS/UPI deposit - BlueSky Tech",CREDIT,"Wire Transfer"
B1-BNK-129,BANK,"SET1-PAY-2026-0826-5","Meridian Corp",558286.50,INR,2026-03-10,"NEFT/RTGS/UPI deposit - Meridian Corp",CREDIT,"Vendor Payment"
B1-BNK-130,BANK,"SET1-PAY-2026-0826-1","ZenFlow Inc",562992.00,INR,2026-03-13,"NEFT/RTGS/UPI deposit - ZenFlow Inc",CREDIT,"Services"
B1-BNK-131,BANK,"SET1-PAY-2026-0827-2","Acme Corp",17697.50,INR,2026-03-16,"NEFT/RTGS/UPI deposit - Acme Corp",CREDIT,"Accounts Receivable"
B1-BNK-132,BANK,"SET1-PAY-2026-0827-3","TechStart Inc",22201.37,INR,2026-03-19,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"SaaS Revenue"
B1-BNK-133,BANK,"SET1-PAY-2026-0827-4","GlobalTrade Ltd",22325.00,INR,2026-03-22,"Short payment under dispute",CREDIT,"Consulting"
